"2024-09-01","AED",3.6729
"2024-09-01","AFN",70.58345
"2024-09-01","ALL",90.116156
"2024-09-01","AMD",388.575007
"2024-09-01","ANG",1.804854
"2024-09-01","AOA",907.5
"2024-09-01","ARS",951.63547
"2024-09-01","AUD",1.478197
"2024-09-01","AWG",1.8
"2024-09-01","AZN",1.7
"2024-09-01","BAM",1.767795
"2024-09-01","BBD",2
"2024-09-01","BDT",119.672781
"2024-09-01","BGN",1.768944
"2024-09-01","BHD",0.376373
"2024-09-01","BIF",2892.679424
"2024-09-01","BMD",1
"2024-09-01","BND",1.304922
"2024-09-01","BOB",6.920052
"2024-09-01","BRL",5.6107
"2024-09-01","BSD",1
"2024-09-01","BTC",1.6985115e-05
"2024-09-01","BTN",83.978768
"2024-09-01","BWP",13.273377
"2024-09-01","BYN",3.277353
"2024-09-01","BZD",2.01862
"2024-09-01","CAD",1.34975
"2024-09-01","CDF",2846.668397
"2024-09-01","CHF",0.850006
"2024-09-01","CLF",0.033121
"2024-09-01","CLP",913.9
"2024-09-01","CNH",7.091
"2024-09-01","CNY",7.0931
"2024-09-01","COP",4127.53645
"2024-09-01","CRC",519.455801
"2024-09-01","CUC",1
"2024-09-01","CUP",25.75
"2024-09-01","CVE",99.665545
"2024-09-01","CZK",22.6601
"2024-09-01","DJF",178.334146
"2024-09-01","DKK",6.75185
"2024-09-01","DOP",59.709857
"2024-09-01","DZD",133.750632
"2024-09-01","EGP",48.62
"2024-09-01","ERN",15
"2024-09-01","ETB",110.324194
"2024-09-01","EUR",0.904118
"2024-09-01","FJD",2.2066
"2024-09-01","FKP",0.761586
"2024-09-01","GBP",0.761586
"2024-09-01","GEL",2.695
"2024-09-01","GGP",0.761586
"2024-09-01","GHS",15.673159
"2024-09-01","GIP",0.761586
"2024-09-01","GMD",70.5
"2024-09-01","GNF",8642.948457
"2024-09-01","GTQ",7.746192
"2024-09-01","GYD",209.517752
"2024-09-01","HKD",7.79815
"2024-09-01","HNL",24.814931
"2024-09-01","HRK",6.82037
"2024-09-01","HTG",132.037779
"2024-09-01","HUF",355.61
"2024-09-01","IDR",15532.4
"2024-09-01","ILS",3.627895
"2024-09-01","IMP",0.761586
"2024-09-01","INR",83.88565
"2024-09-01","IQD",1311.881173
"2024-09-01","IRR",42105
"2024-09-01","ISK",138.4
"2024-09-01","JEP",0.761586
"2024-09-01","JMD",156.840039
"2024-09-01","JOD",0.7087
"2024-09-01","JPY",146.185
"2024-09-01","KES",129
"2024-09-01","KGS",85.0566
"2024-09-01","KHR",4062.917692
"2024-09-01","KMF",444.249715
"2024-09-01","KPW",900
"2024-09-01","KRW",1337.57
"2024-09-01","KWD",0.305247
"2024-09-01","KYD",0.834546
"2024-09-01","KZT",482.388083
"2024-09-01","LAK",22133.813402
"2024-09-01","LBP",89663.243855
"2024-09-01","LKR",299.624825
"2024-09-01","LRD",195.249991
"2024-09-01","LSL",17.665476
"2024-09-01","LYD",4.767027
"2024-09-01","MAD",9.735075
"2024-09-01","MDL",17.40498
"2024-09-01","MGA",4564.566435
"2024-09-01","MKD",55.619832
"2024-09-01","MMK",2098
"2024-09-01","MNT",3398
"2024-09-01","MOP",8.042934
"2024-09-01","MRU",39.73
"2024-09-01","MUR",46.450003
"2024-09-01","MVR",15.36
"2024-09-01","MWK",1736.515785
"2024-09-01","MXN",19.7255
"2024-09-01","MYR",4.3205
"2024-09-01","MZN",63.899991
"2024-09-01","NAD",17.665476
"2024-09-01","NGN",1592.358624
"2024-09-01","NIO",36.859948
"2024-09-01","NOK",10.6082
"2024-09-01","NPR",134.36619
"2024-09-01","NZD",1.601282
"2024-09-01","OMR",0.384949
"2024-09-01","PAB",1
"2024-09-01","PEN",3.756045
"2024-09-01","PGK",3.959868
"2024-09-01","PHP",56.240003
"2024-09-01","PKR",278.893379
"2024-09-01","PLN",3.876695
"2024-09-01","PYG",7687.521688
"2024-09-01","QAR",3.650111
"2024-09-01","RON",4.5037
"2024-09-01","RSD",105.802073
"2024-09-01","RUB",90.533742
"2024-09-01","RWF",1331.225373
"2024-09-01","SAR",3.752264
"2024-09-01","SBD",8.475946
"2024-09-01","SCR",13.287195
"2024-09-01","SDG",601.5
"2024-09-01","SEK",10.2709
"2024-09-01","SGD",1.30665
"2024-09-01","SHP",0.761586
"2024-09-01","SLL",20969.5
"2024-09-01","SOS",572.332681
"2024-09-01","SRD",28.8975
"2024-09-01","SSP",130.26
"2024-09-01","STD",22281.8
"2024-09-01","STN",22.144891
"2024-09-01","SVC",8.76305
"2024-09-01","SYP",2512.53
"2024-09-01","SZL",17.662584
"2024-09-01","THB",34.000995
"2024-09-01","TJS",10.685588
"2024-09-01","TMT",3.5
"2024-09-01","TND",3.047589
"2024-09-01","TOP",2.338274
"2024-09-01","TRY",34.071301
"2024-09-01","TTD",6.79803
"2024-09-01","TWD",32.010999
"2024-09-01","TZS",2719.925198
"2024-09-01","UAH",41.123244
"2024-09-01","UGX",3722.142695
"2024-09-01","USD",1
"2024-09-01","UYU",40.369388
"2024-09-01","UZS",12643.238954
"2024-09-01","VES",36.580367
"2024-09-01","VND",24875
"2024-09-01","VUV",118.722
"2024-09-01","WST",2.8
"2024-09-01","XAF",593.062712
"2024-09-01","XAG",0.03464823
"2024-09-01","XAU",0.00039947
"2024-09-01","XCD",2.70255
"2024-09-01","XDR",0.743978
"2024-09-01","XOF",593.062712
"2024-09-01","XPD",0.00104638
"2024-09-01","XPF",107.890009
"2024-09-01","XPT",0.00108211
"2024-09-01","YER",250.324978
"2024-09-01","ZAR",17.83365
"2024-09-01","ZMW",26.112895
"2024-09-01","ZWL",322
